# Метеостанция Черняховск, Россия, WMO_ID=26711, выборка с 21.05.2024 по 27.05.2025, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26711&lang=ru
#
"Местное время в Черняховске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.07.2024 11:00";"22.5";"762.0";"";"";"55";"Ветер, дующий с северо-востока";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 08:00";"15.7";"761.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 06:00";"14.4";"761.0";"";"";"99";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 05:00";"13.7";"761.0";"";"";"99";"Штиль, безветрие";"0";"1";"";"";" ";"";"";"13.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"08.07.2024 02:00";"14.2";"761.0";"";"";"96";"Штиль, безветрие";"0";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 00:00";"14.9";"761.0";"";"";"93";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 23:00";"15.9";"761.0";"";"";"90";"Ветер, дующий с северо-востока";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 22:00";"16.0";"761.0";"";"";"88";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 21:00";"17.0";"760.0";"";"";"84";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 20:00";"18.2";"760.0";"";"";"80";"Ветер, дующий с севера";"2";"5";"";"90  или более, но не 100%";" ";"";"";"";"23.1";"";"";"";"";"";"10.0";"";"4.0";"12";"";"";"";"";
"07.07.2024 18:00";"19.9";"759.0";"";"";"74";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 17:00";"21.5";"759.0";"";"";"68";"Ветер, дующий с запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"07.07.2024 15:00";"19.2";"758.0";"";"";"75";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 14:00";"17.4";"758.0";"";"";"84";"Ветер, дующий с севера";"1";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 12:00";"16.2";"757.0";"";"";"95";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 11:00";"17.6";"756.0";"";"";"94";"Ветер, дующий с северо-запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 10:00";"18.2";"756.0";"";"";"94";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 08:00";"22.7";"754.0";"";"";"69";"Ветер, дующий с запада";"2";"8";"";"90  или более, но не 100%";" ";"";"";"21.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"07.07.2024 07:00";"23.0";"753.0";"";"";"69";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 06:00";"21.8";"753.0";"";"";"72";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 05:00";"21.1";"752.0";"";"";"72";"Ветер, дующий с юга";"2";"8";"";"";" ";"";"";"21.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"07.07.2024 03:00";"22.1";"752.0";"";"";"64";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 02:00";"22.9";"752.0";"";"";"59";"Ветер, дующий с юга";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.07.2024 00:00";"22.7";"752.0";"";"";"55";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 23:00";"21.5";"753.0";"";"";"59";"Ветер, дующий с юго-востока";"2";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 21:00";"23.0";"753.0";"";"";"54";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 20:00";"25.2";"753.0";"";"";"45";"Ветер, дующий с юго-востока";"2";"8";"";"70 – 80%.";" ";"";"";"";"26.8";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"06.07.2024 19:00";"26.2";"753.0";"";"";"40";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 18:00";"26.0";"754.0";"";"";"41";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 17:00";"26.6";"754.0";"";"";"37";"Ветер, дующий с юга";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"06.07.2024 16:00";"26.1";"755.0";"";"";"37";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 15:00";"25.8";"755.0";"";"";"37";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 14:00";"25.2";"756.0";"";"";"40";"Ветер, дующий с юга";"3";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 12:00";"23.5";"756.0";"";"";"45";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 11:00";"22.4";"756.0";"";"";"48";"Ветер, дующий с юго-запада";"3";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 09:00";"20.2";"756.0";"";"";"59";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 08:00";"18.4";"756.0";"";"";"68";"Ветер, дующий с юго-запада";"2";"4";"";"10%  или менее, но не 0";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"06.07.2024 06:00";"13.4";"755.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 05:00";"11.5";"755.0";"";"";"91";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"06.07.2024 03:00";"12.3";"755.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 02:00";"12.9";"755.0";"";"";"84";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.07.2024 00:00";"14.2";"755.0";"";"";"80";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 23:00";"15.5";"755.0";"";"";"74";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 21:00";"16.2";"755.0";"";"";"74";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 20:00";"17.9";"755.0";"";"";"64";"Штиль, безветрие";"0";"9";"";"70 – 80%.";" ";"";"";"";"20.8";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"05.07.2024 19:00";"19.9";"755.0";"";"";"49";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 18:00";"20.2";"755.0";"";"";"51";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 17:00";"20.4";"755.0";"";"";"51";"Ветер, дующий с запада";"1";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"0.1";"12";"";"";"";"";
"05.07.2024 15:00";"19.3";"755.0";"";"";"51";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 14:00";"19.6";"755.0";"";"";"50";"Ветер, дующий с запада";"2";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 12:00";"18.9";"755.0";"";"";"53";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 11:00";"17.6";"755.0";"";"";"58";"Ветер, дующий с запада";"3";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 10:00";"18.3";"754.0";"";"";"57";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 09:00";"17.9";"754.0";"";"";"68";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 08:00";"16.5";"754.0";"";"";"79";"Ветер, дующий с запада";"3";"7";"";"40%.";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"05.07.2024 06:00";"13.8";"753.0";"";"";"95";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 05:00";"13.7";"752.0";"";"";"95";"Ветер, дующий с запада";"1";"5";"";"";" ";"";"";"13.5";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"05.07.2024 03:00";"14.1";"752.0";"";"";"88";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 02:00";"14.0";"751.0";"";"";"86";"Ветер, дующий с юго-запада";"2";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.07.2024 00:00";"14.8";"751.0";"";"";"81";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 23:00";"16.4";"751.0";"";"";"75";"Штиль, безветрие";"0";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 21:00";"16.9";"751.0";"";"";"80";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 20:00";"18.8";"751.0";"";"";"63";"Штиль, безветрие";"0";"6";"";"100%.";" ";"";"";"";"22.8";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"04.07.2024 19:00";"19.7";"752.0";"";"";"64";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 18:00";"20.3";"752.0";"";"";"56";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 17:00";"20.8";"752.0";"";"";"53";"Ветер, дующий с запада";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"0.1";"12";"";"";"";"";
"04.07.2024 16:00";"21.6";"752.0";"";"";"47";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 15:00";"21.5";"752.0";"";"";"49";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 14:00";"22.0";"752.0";"";"";"49";"Ветер, дующий с юго-запада";"1";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 12:00";"20.0";"753.0";"";"";"59";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 11:00";"20.1";"753.0";"";"";"60";"Ветер, дующий с юго-запада";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 10:00";"18.3";"753.0";"";"";"71";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 09:00";"17.9";"753.0";"";"";"78";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 08:00";"16.7";"753.0";"";"";"85";"Ветер, дующий с юга";"1";"2";"";"90  или более, но не 100%";" ";"";"";"11.6";"";"";"";"";"";"";"10.0";"";"0.9";"12";"";"";"";"";
"04.07.2024 06:00";"13.4";"754.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 05:00";"11.7";"754.0";"";"";"99";"Штиль, безветрие";"0";"1";"";"";" ";"";"";"11.6";"";"";"";"";"";"";"";"";"0.6";"12";"";"";"";"";
"04.07.2024 03:00";"13.2";"753.0";"";"";"99";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 02:00";"13.4";"753.0";"";"";"98";"Штиль, безветрие";"0";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.07.2024 00:00";"13.8";"753.0";"";"";"97";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 23:00";"14.0";"754.0";"";"";"97";"Ветер, дующий с северо-запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 20:00";"15.6";"753.0";"";"";"90";"Ветер, дующий с северо-востока";"1";"6";"";"90  или более, но не 100%";" ";"";"";"";"19.2";"";"";"";"";"";"10.0";"";"3.0";"12";"";"";"";"";
"03.07.2024 18:00";"16.0";"753.0";"";"";"86";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 17:00";"17.7";"752.0";"";"";"82";"Ветер, дующий с запада";"1";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"3.0";"12";"";"";"";"";
"03.07.2024 14:00";"18.7";"752.0";"";"";"76";"Ветер, дующий с запада";"2";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 12:00";"17.0";"752.0";"";"";"86";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 11:00";"15.3";"752.0";"";"";"96";"Ветер, дующий с запада";"2";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 10:00";"17.8";"751.0";"";"";"88";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 09:00";"16.3";"751.0";"";"";"89";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 08:00";"15.4";"751.0";"";"";"92";"Ветер, дующий с юго-запада";"2";"6";"";"90  или более, но не 100%";" ";"";"";"11.4";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"03.07.2024 06:00";"13.2";"751.0";"";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 05:00";"12.4";"750.0";"";"";"99";"Ветер, дующий с юга";"1";"3";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"03.07.2024 03:00";"11.7";"750.0";"";"";"99";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 02:00";"12.0";"750.0";"";"";"99";"Ветер, дующий с юга";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.07.2024 00:00";"12.5";"751.0";"";"";"98";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 23:00";"12.9";"751.0";"";"";"99";"Ветер, дующий с юго-запада";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 21:00";"13.4";"751.0";"";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 20:00";"14.5";"751.0";"";"";"96";"Ветер, дующий с запада";"2";"5";"";"100%.";"Дождь (незамерзающий) неливневый. ";"";"";"";"17.1";"";"";"";"";"";"4.0";"";"13.0";"12";"";"";"";"";
"02.07.2024 18:00";"15.8";"751.0";"";"";"95";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 17:00";"16.7";"751.0";"";"";"93";"Ветер, дующий с запада";"2";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"12.0";"12";"";"";"";"";
"02.07.2024 15:00";"16.6";"751.0";"";"";"98";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 14:00";"14.8";"751.0";"";"";"98";"Ветер, дующий с юго-востока";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 12:00";"15.4";"751.0";"";"";"93";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 11:00";"14.6";"752.0";"";"";"93";"Ветер, дующий с востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 09:00";"15.2";"752.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 08:00";"15.3";"752.0";"";"";"94";"Штиль, безветрие";"0";"3";"";"100%.";" ";"";"";"10.7";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"02.07.2024 06:00";"13.9";"752.0";"";"";"100";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 05:00";"12.0";"752.0";"";"";"100";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"10.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"02.07.2024 03:00";"10.8";"753.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 02:00";"11.2";"753.0";"";"";"99";"Штиль, безветрие";"0";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.07.2024 00:00";"12.2";"754.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2024 23:00";"12.4";"754.0";"";"";"96";"Ветер, дующий с юго-запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2024 21:00";"16.3";"754.0";"";"";"83";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2024 20:00";"17.8";"754.0";"";"";"74";"Ветер, дующий с севера";"2";"7";"";"90  или более, но не 100%";" ";"";"";"";"21.7";"";"";"";"";"";"20.0";"";"9.0";"12";"";"";"";"";
"01.07.2024 18:00";"20.6";"754.0";"";"";"66";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2024 17:00";"20.6";"754.0";"";"";"70";"Ветер, дующий с северо-запада";"3";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"33.0";"12";"";"";"";"";
"01.07.2024 15:00";"21.1";"754.0";"";"";"69";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2024 14:00";"20.0";"754.0";"";"";"75";"Ветер, дующий с северо-запада";"3";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.07.2024 12:00";"17.5";"754.0";"";"";"94";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
